year,start_of_year_date,end_of_year_date,Facility_Name,animal_category,animal_type,start_of_year_in_shelter_count,start_of_year_in_foster_care_count,intake_stray,intake_relinquished,intake_in_state_transfer,intake_out_of_state_transfer,intake_other,outcome_adoption,outcome_return_to_owner,outcome_in_state_transfer,outcome_out_of_state_transfer,outcome_other,outcome_deaths,outcome_euthanasia,outcome_missing_or_stolen,end_of_year_in_shelter_count,end_of_year_in_foster_care_count
2019,2019-01-01,2019-12-31,Southern Colorado Spay-Neuter Association,dog,adult,7,0,40,22,17,0,0,64,12,0,0,0,1,0,0,9,0
2019,2019-01-01,2019-12-31,Almost Home Adoptions,cat,juvenile,0,0,399,12,0,0,0,425,0,0,0,0,3,2,0,7,2
2019,2019-01-01,2019-12-31,Erin Nissen dba Durango Animal Connection,cat,adult,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0
2019,2019-01-01,2019-12-31,"Humane Society of the South Platte Valley, Inc.",other,small mammals,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019,2019-01-01,2019-12-31,Cooper's Companions Animal Rescue,dog,adult,7,0,0,76,12,17,0,67,0,6,13,13,1,5,0,0,13
2019,2019-01-01,2019-12-31,Rocky Mountain Scottie Rescue Inc,dog,adult,0,1,0,12,0,0,0,9,0,0,0,0,0,0,0,0,4
2019,2019-01-01,2019-12-31,From Forgotten to Forever Rescue and Transport,dog,juvenile,0,5,0,15,0,50,0,64,0,0,0,0,0,0,0,0,6
2019,2019-01-01,2019-12-31,Lisa Parker's Puppies,dog,juvenile,0,0,0,18,0,95,1,67,0,43,0,0,0,0,0,0,3
2019,2019-01-01,2019-12-31,9 Lives Rescue,cat,juvenile,0,0,1,0,9,39,0,0,0,0,0,0,1,0,0,0,0
2019,2019-01-01,2019-12-31,Garfield County Animal Welfare Foundation Inc dba Rifle Animal Shelter,other,other,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2019,2019-01-01,2019-12-31,Bernese Mountain Dog Club of the Rockies - BMDCR,dog,adult,0,0,0,5,0,0,0,4,0,0,0,0,0,1,0,0,0
2019,2019-01-01,2019-12-31,Willow Run Feed and Supply,other,birds,0,0,3,0,0,0,0,0,0,2,0,0,0,1,0,0,0
2019,2019-01-01,2019-12-31,Brighter Days Dog Rescue,dog,adult,0,2,0,4,20,122,0,140,0,1,0,0,0,2,0,0,2
2019,2019-01-01,2019-12-31,Innocent Paws Puppy Rescue,dog,adult,0,0,0,0,0,16,0,12,0,0,0,0,0,0,0,0,4
2019,2019-01-01,2019-12-31,City of Yuma,dog,juvenile,0,0,10,0,0,0,0,6,5,0,0,0,0,0,0,0,0
2019,2019-01-01,2019-12-31,Second Chance Humane Society,dog,juvenile,0,0,33,15,8,6,0,52,1,0,0,0,1,0,0,8,0
2019,2019-01-01,2019-12-31,"The Good Dog Rescue, LLC",dog,juvenile,0,9,0,1,0,118,32,136,0,0,0,0,0,3,0,0,21
2019,2019-01-01,2019-12-31,OutPaws,cat,juvenile,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0
2020,2020-01-01,2020-12-31,"From Forgotton to Forever Transport, Inc",dog,adult,0,19,0,20,3,186,0,189,0,0,0,0,0,1,0,0,38
2020,2020-01-01,2020-12-31,Grey Ghost Weimaraner Rescue,dog,juvenile,0,0,0,2,0,0,2,4,0,0,0,0,0,0,0,0,0
2020,2020-01-01,2020-12-31,Live Love Animal Services Incorporated,dog,adult,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2020,2020-01-01,2020-12-31,Paws N Hooves,dog,adult,0,17,0,20,1,104,0,116,0,1,0,1,0,0,0,0,24
2020,2020-01-01,2020-12-31,Brighter Days Dog Rescue,dog,juvenile,0,20,0,1,6,242,0,252,0,0,0,0,0,2,0,0,15
2020,2020-01-01,2020-12-31,The Animal Debt Project,dog,juvenile,15,0,0,0,0,67,0,25,0,0,53,0,0,0,0,4,0
2020,2020-01-01,2020-12-31,Acadiana Animal Aid,cat,adult,20,0,10,65,147,0,1,170,3,42,0,6,0,2,0,20,0
2020,2020-01-01,2020-12-31,Wet Mountain Animal Welfare,cat,adult,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0
2020,2020-01-01,2020-12-31,Animal Rescue of the Rockies Cat Cottage,cat,juvenile,7,0,0,0,0,3,0,3,0,0,0,0,0,0,0,7,0
2020,2020-01-01,2020-12-31,Ark-Valley Humane Society - South,cat,juvenile,0,0,9,1,0,0,0,1,0,9,0,0,0,0,0,0,0
2020,2020-01-01,2020-12-31,Animal Kingdom,other,small mammals,2,0,0,42,0,0,0,36,0,0,0,2,4,0,0,2,0
2020,2020-01-01,2020-12-31,Snow Buddy Sled Dog Adventures,dog,adult,44,0,0,0,0,8,0,8,0,0,0,0,0,0,0,44,0
2020,2020-01-01,2020-12-31,Cooper's Companions Rescue,cat,adult,0,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0,1
2020,2020-01-01,2020-12-31,Harmony Animal Matchmaker and Sanctuary,cat,adult,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2020,2020-01-01,2020-12-31,Routt County Humane Society,cat,juvenile,1,0,98,8,23,0,0,122,0,0,0,0,4,2,0,0,2
2020,2020-01-01,2020-12-31,RezDawg Rescue,other,rabbits,0,3,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0
2020,2020-01-01,2020-12-31,Summit County Animal Control,other,rabbits,1,0,0,4,0,0,0,1,0,2,0,0,0,0,0,2,0
2020,2020-01-01,2020-12-31,"Dalmatian Rescue of Colorado, Inc.",dog,adult,0,4,0,0,7,18,0,16,0,0,0,0,0,0,0,0,13
2020,2020-01-01,2020-12-31,Noah's Ark Animal Welfare Association,dog,adult,12,0,237,119,4,19,181,141,203,57,0,122,0,39,1,9,0
2020,2020-01-01,2020-12-31,Rocky Mountain Puppy Rescue,dog,adult,0,5,0,0,0,75,0,75,0,0,0,0,0,0,0,0,5
2020,2020-01-01,2020-12-31,Mountain High Service Dogs Inc,dog,juvenile,0,15,0,10,0,0,0,8,0,0,0,0,0,0,0,0,17
2020,2020-01-01,2020-12-31,Humane Society of Weld County,cat,adult,52,2,626,275,21,0,43,751,71,74,0,11,3,31,1,51,26
2020,2020-01-01,2020-12-31,Aspen Boarding Kennel and Animal Shelter,dog,juvenile,0,0,5,6,4,7,2,23,0,0,0,0,1,0,0,0,0
2020,2020-01-01,2020-12-31,Doggy Dog World Rescue,dog,juvenile,0,0,0,0,0,48,0,48,0,0,0,0,0,0,0,0,0
2020,2020-01-01,2020-12-31,Logan County Humane Society,dog,juvenile,0,5,16,22,0,0,5,12,7,23,0,0,1,0,0,1,4
2020,2020-01-01,2020-12-31,Humane Society of Fremont County,cat,adult,7,2,110,84,2,3,28,162,17,30,0,0,3,10,0,14,0
2020,2020-01-01,2020-12-31,Save the Giants,dog,adult,0,18,0,4,0,1,0,4,0,0,0,0,3,0,0,0,16
2020,2020-01-01,2020-12-31,Riverdale Animal Shelter,other,rabbits,1,0,32,16,0,0,2,29,3,10,0,0,2,5,0,2,0
2020,2020-01-01,2020-12-31,Denver Animal Shelter,other,birds,0,0,17,4,0,0,2,9,4,7,0,1,2,0,0,0,0
2020,2020-01-01,2020-12-31,Grand County Animal Shelter,other,birds,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2020,2020-01-01,2020-12-31,Wagging Dog Rescue,dog,juvenile,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2020,2020-01-01,2020-12-31,Three Little Pitties Rescue,cat,adult,0,28,21,21,0,0,0,49,0,0,0,0,0,0,0,0,21
2020,2020-01-01,2020-12-31,Life is Better Rescue (Dog Shelter),other,rabbits,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,2
2020,2020-01-01,2020-12-31,Cripple Creek Animal Shelter,dog,adult,0,0,10,0,0,0,0,1,9,0,0,0,0,0,0,0,0
2020,2020-01-01,2020-12-31,Mother Gaia Animal Rescue,dog,adult,0,2,0,4,0,33,0,32,0,0,0,0,0,1,0,0,6
2020,2020-01-01,2020-12-31,Colorado Animal Rescue,other,rabbits,0,0,0,10,0,0,1,5,2,4,0,0,0,0,0,0,0
2020,2020-01-01,2020-12-31,Midamerica Boston Terrier Rescue,dog,juvenile,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2020,2020-01-01,2020-12-31,Red Fern Animal Rescue,dog,juvenile,0,0,0,0,0,116,23,121,0,0,0,0,0,0,0,0,18
2020,2020-01-01,2020-12-31,"Pet Association of Estes Park, Inc",cat,juvenile,0,0,0,2,2,0,0,4,0,0,0,0,0,0,0,0,0
2020,2020-01-01,2020-12-31,Team Leo Animal Rescue,cat,juvenile,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2020,2020-01-01,2020-12-31,Parker's Animal Rescue,dog,adult,0,5,1,12,0,32,0,37,0,8,0,0,0,0,0,0,5
2020,2020-01-01,2020-12-31,All Points West German Shorthaired Pointer Rescue,dog,juvenile,0,1,0,8,0,14,0,2,0,0,0,0,0,0,0,0,21
2020,2020-01-01,2020-12-31,Running Dog Ranch,dog,juvenile,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2020,2020-01-01,2020-12-31,City of Yuma Animal Shelter,dog,adult,2,1,74,6,0,0,0,20,55,6,0,0,0,1,0,0,1
2020,2020-01-01,2020-12-31,Second Chance Humane Society,cat,juvenile,17,0,59,8,21,0,0,87,0,5,0,0,0,0,0,13,0
2020,2020-01-01,2020-12-31,Peanut's Place Bully Rescue,dog,adult,18,0,0,1,1,4,0,6,0,0,0,0,0,2,0,16,0
2020,2020-01-01,2020-12-31,Platteville Police Department,dog,adult,0,0,12,0,0,0,0,0,8,4,0,0,0,0,0,0,0
2020,2020-01-01,2020-12-31,Eastern Plains Animal Welfare Alliance - EPAWA,cat,adult,0,7,32,25,0,0,0,7,4,44,0,0,0,2,0,0,7
2020,2020-01-01,2020-12-31,Colorado Animal Rescue,cat,juvenile,6,7,63,15,43,10,1,127,12,0,0,0,2,0,0,0,4
2020,2020-01-01,2020-12-31,Grand County Animal Shelter,other,small mammals,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2020,2020-01-01,2020-12-31,Colorado Corgis and Friends,dog,adult,0,0,0,14,21,98,0,121,0,0,2,0,0,1,0,0,9
2020,2020-01-01,2020-12-31,"For Pets' Sake, Inc.",dog,adult,0,3,0,2,1,0,0,2,1,3,0,0,0,0,0,0,0
2020,2020-01-01,2020-12-31,The Old Mutt Hut,dog,adult,8,0,0,2,1,0,0,1,0,0,0,0,0,2,0,8,0
2020,2020-01-01,2020-12-31,Twice Purrfect Feline Rescue,cat,juvenile,0,6,0,0,0,11,0,12,0,0,0,0,1,0,0,0,4
2020,2020-01-01,2020-12-31,Fromm Rescue To Forever,dog,adult,0,16,0,0,0,16,0,15,0,0,0,1,0,0,0,0,16
2020,2020-01-01,2020-12-31,Bear Creek Animal Hospital,dog,juvenile,1,0,31,7,0,0,0,22,15,0,0,0,0,1,0,1,0
2020,2020-01-01,2020-12-31,Operation Secondhand Paws,dog,juvenile,0,57,0,0,0,36,21,55,0,0,0,0,0,2,0,0,57
2020,2020-01-01,2020-12-31,Pawsitive Restorations Animal Rescue,dog,juvenile,0,14,0,0,5,134,32,145,0,7,0,0,5,2,0,0,26
2020,2020-01-01,2020-12-31,The Denver Dumb Friends League,dog,juvenile,1,28,59,132,47,79,8,243,24,50,0,0,3,30,0,4,0
2021,2021-01-01,2021-12-31,Evergreen Animal Protective League,cat,adult,0,4,6,0,25,0,0,32,0,0,0,0,0,0,0,0,3
2021,2021-01-01,2021-12-31,"For Pets' Sake, Inc.",cat,adult,0,5,0,24,0,0,367,4,361,23,0,0,2,4,0,0,2
2021,2021-01-01,2021-12-31,Summit County Animal Control,cat,adult,6,0,22,23,93,0,9,116,20,3,0,0,0,1,0,12,1
2021,2021-01-01,2021-12-31,"Cavalier King Charles Spaniel Club Rescue, Inc.",dog,juvenile,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2021,2021-01-01,2021-12-31,My Fairy Dawg Mother,dog,juvenile,0,6,0,0,2,0,0,8,0,0,0,0,0,0,0,0,0
2021,2021-01-01,2021-12-31,Colorado Japanese Chin Rescue,dog,adult,0,23,0,9,8,11,0,30,0,0,0,0,0,1,0,0,20
2021,2021-01-01,2021-12-31,Happily Ever After Canine Rescue,dog,adult,0,0,0,5,0,56,0,54,0,0,0,0,0,0,0,0,7
2021,2021-01-01,2021-12-31,Larimer Humane Society,dog,adult,10,0,1046,405,70,124,176,627,894,24,0,86,0,179,0,19,2
2021,2021-01-01,2021-12-31,Riverdale Animal Shelter,dog,adult,31,12,2008,773,15,0,297,1227,1540,93,7,38,7,117,0,97,10
2021,2021-01-01,2021-12-31,Pawsitive Restorations Animal Rescue,dog,juvenile,0,26,0,4,7,149,39,186,0,12,0,0,4,0,0,0,23
2021,2021-01-01,2021-12-31,"Scroungy Dogs and Pretty Pups Rescue, Inc.",dog,juvenile,0,10,0,0,0,94,0,100,0,0,0,0,0,0,0,0,4
2021,2021-01-01,2021-12-31,Eagle County Animal Shelter and Services,dog,adult,25,0,163,51,0,64,29,144,149,14,0,1,7,12,0,5,0
2021,2021-01-01,2021-12-31,Mountain Pet Rescue,dog,adult,0,15,0,11,4,134,4,148,0,0,0,0,0,3,0,0,17
2021,2021-01-01,2021-12-31,A Cat Rescue Out in the Sticks,cat,juvenile,0,2,0,6,0,0,10,4,0,6,0,4,2,0,0,0,2
2021,2021-01-01,2021-12-31,Aspen Boarding Kennel And Animal Shelter,cat,juvenile,0,0,1,5,12,15,0,33,0,0,0,0,0,0,0,0,0
2021,2021-01-01,2021-12-31,Wild Blue Cats!,cat,juvenile,34,0,139,58,77,231,110,471,0,2,16,2,100,0,0,58,0
2021,2021-01-01,2021-12-31,"Pei People Shar Pei Rescue, Inc",dog,adult,0,1,0,0,12,0,0,11,0,0,0,0,1,0,0,0,1
2021,2021-01-01,2021-12-31,RezDawg Rescue,dog,adult,0,19,36,26,1,135,13,186,0,10,0,0,2,2,0,0,30
2021,2021-01-01,2021-12-31,Colorado Animal Care Foundation,dog,juvenile,0,11,0,0,0,162,0,170,0,0,0,0,2,0,0,0,1
2021,2021-01-01,2021-12-31,Colorado Bullies & More,dog,juvenile,9,2,0,32,0,5,0,48,0,0,0,0,0,0,0,0,0
2021,2021-01-01,2021-12-31,Longmont Humane Society,dog,juvenile,4,1,44,26,17,96,0,144,7,2,0,3,2,0,0,6,24
2021,2021-01-01,2021-12-31,Oh Be Dogful Pet Ranch,dog,juvenile,1,0,17,0,0,2,0,14,0,0,0,0,0,0,0,6,0
2021,2021-01-01,2021-12-31,Victory Service Dogs Inc,dog,juvenile,0,8,0,2,0,0,0,3,0,0,0,0,0,0,0,7,0
2021,2021-01-01,2021-12-31,Animal Aid of Colorado,cat,adult,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
2021,2021-01-01,2021-12-31,Colorado Kitty Coalition,cat,juvenile,0,2,44,28,0,228,0,269,0,0,0,0,2,3,0,0,28
2021,2021-01-01,2021-12-31,"Humane Society of the South Platte Valley, Inc.",other,reptiles and amphibians,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2021,2021-01-01,2021-12-31,Southern Colorado Spay and Neuter Association,cat,adult,33,0,7,28,12,0,0,47,4,0,0,0,8,2,0,19,0
2021,2021-01-01,2021-12-31,Rifle Animal Shelter,cat,juvenile,0,0,94,190,36,11,32,326,3,0,9,0,13,1,0,10,1
2021,2021-01-01,2021-12-31,Gray Muzzle Society,dog,adult,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3
2021,2021-01-01,2021-12-31,Town of Walden Animal Shelter,dog,adult,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2021,2021-01-01,2021-12-31,Clearwater Dog Training,dog,juvenile,0,0,0,3,0,2,0,5,0,0,0,0,0,0,0,0,0
2021,2021-01-01,2021-12-31,Larimer Humane Society,other,small mammals,17,0,71,322,68,0,59,460,2,12,0,0,9,22,0,20,12
2021,2021-01-01,2021-12-31,Grey Ghost Weimaraner Rescue,dog,adult,0,4,0,12,2,4,0,17,0,0,0,0,0,0,0,0,5
2021,2021-01-01,2021-12-31,Red Fern Animal Rescue,dog,juvenile,0,0,0,0,0,132,23,147,0,0,0,0,0,0,0,0,8
2021,2021-01-01,2021-12-31,Cuddle Bug Chinchillas,other,small mammals,33,0,0,29,0,0,0,52,0,0,0,0,3,2,0,5,0
2021,2021-01-01,2021-12-31,"Wet Mountain Animal Welfare, LLC",cat,juvenile,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0
2021,2021-01-01,2021-12-31,The HOPS Project,dog,juvenile,0,0,0,2,0,5,0,7,0,0,0,0,0,0,0,0,0
2021,2021-01-01,2021-12-31,Wagging Dog Rescue,dog,adult,0,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0,4
2021,2021-01-01,2021-12-31,Lightshine Canine: A Rez Dog Rescue,dog,juvenile,0,4,0,0,0,145,0,128,0,0,1,0,0,3,0,0,17
2021,2021-01-01,2021-12-31,Summit County Animal Control,other,small mammals,2,0,2,17,4,0,0,15,0,7,0,0,0,0,0,3,0
2021,2021-01-01,2021-12-31,4 Paws 4 Life Rescue,dog,adult,91,9,0,10,13,215,0,292,0,1,1,0,1,1,0,34,8
2021,2021-01-01,2021-12-31,Routt County Humane Society,dog,adult,1,2,123,42,39,58,11,134,114,5,1,0,0,9,1,12,0
2021,2021-01-01,2021-12-31,Stray and Orphaned Animal Rescue,dog,juvenile,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0
2021,2021-01-01,2021-12-31,"Humane Society of the South Platte Valley, Inc.",cat,adult,17,1,72,71,3,59,11,146,18,33,1,2,2,5,0,26,1
2021,2021-01-01,2021-12-31,Grand Rivers Humane Society,dog,juvenile,0,0,0,11,15,8,8,42,0,0,0,0,0,0,0,0,0
2021,2021-01-01,2021-12-31,"Humane Society of the South Platte Valley, Inc.",other,other,0,0,1,2,0,0,4,0,5,2,0,0,0,0,0,0,0
2021,2021-01-01,2021-12-31,"For Pets' Sake, Inc.",cat,juvenile,0,6,0,123,0,0,68,9,67,103,0,0,4,0,0,0,14
2021,2021-01-01,2021-12-31,Montrose Animal Shelter,other,small mammals,0,0,9,4,0,0,0,2,1,10,0,0,0,0,0,0,0
2021,2021-01-01,2021-12-31,Jemez Valley Animal Amigos,cat,adult,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2021,2021-01-01,2021-12-31,Noah's Ark Animal Welfare Association,cat,adult,30,0,73,72,2,0,74,90,9,22,0,90,0,9,0,31,0
2021,2021-01-01,2021-12-31,Eagle County Animal Shelter and Services,dog,juvenile,0,0,4,3,0,116,8,115,2,0,0,3,2,2,0,7,0
2021,2021-01-01,2021-12-31,Humane Society of the Pikes Peak Region,other,birds,2,0,40,93,24,0,1,139,5,1,1,0,2,3,0,9,0
2021,2021-01-01,2021-12-31,Pets r people too,other,birds,8,0,0,8,0,0,0,8,0,0,0,0,0,0,0,8,0
2021,2021-01-01,2021-12-31,Cooper's Companions,cat,adult,0,1,0,32,3,1,0,33,0,1,0,0,1,1,0,0,1
2021,2021-01-01,2021-12-31,El Paso County Canine Rescue,cat,adult,0,2,0,1,0,7,0,9,0,0,0,0,0,0,0,0,1
2021,2021-01-01,2021-12-31,Rocky Mountain Puppy Rescue,cat,adult,0,0,0,0,0,20,0,20,0,0,0,0,0,0,0,0,0
2021,2021-01-01,2021-12-31,Leadville Lake County Animal Shelter,dog,adult,2,0,150,9,4,20,2,35,149,1,0,0,0,0,0,2,0
2021,2021-01-01,2021-12-31,Noah's Ark Animal Welfare Association,dog,juvenile,0,0,57,78,0,6,120,99,7,27,0,119,2,0,0,7,0
2021,2021-01-01,2021-12-31,Larimer Humane Society,other,reptiles and amphibians,2,0,23,77,12,0,1,93,1,3,0,4,8,6,0,0,0
2021,2021-01-01,2021-12-31,Denkai Animal Sanctuary,dog,juvenile,0,137,89,124,5,4,0,159,0,0,0,0,0,4,0,0,196
2021,2021-01-01,2021-12-31,Obe's Angels Rescue,dog,juvenile,0,2,0,13,0,0,0,7,0,6,0,0,0,0,0,0,2
2021,2021-01-01,2021-12-31,Dumb Friends League (Denver),other,other,2,0,48,10,0,0,0,5,2,13,0,0,0,36,0,4,0
2021,2021-01-01,2021-12-31,The Gabriel Foundation,other,other,18,0,0,0,0,0,0,17,0,0,0,0,0,1,0,0,0
2022,2022-01-01,2022-12-31,Mile High Canine Rescue,dog,adult,0,48,0,57,24,315,0,370,0,1,0,0,0,10,0,0,63
2022,2022-01-01,2022-12-31,Moms and Mutts Colorado Rescue for Pregnant and Nursing Dogs,dog,adult,0,9,0,0,0,100,0,96,0,0,0,0,0,0,0,0,13
2022,2022-01-01,2022-12-31,Second Chance Humane Society,dog,adult,21,0,41,65,4,3,0,101,8,0,0,0,0,2,0,21,2
2022,2022-01-01,2022-12-31,Denkai Animal Sanctuary,dog,juvenile,0,196,6,42,0,44,0,116,1,37,0,0,0,0,3,0,131
2022,2022-01-01,2022-12-31,Leadville Lake County Animal Shelter,dog,juvenile,0,0,5,10,0,0,10,20,5,0,0,0,0,0,0,0,0
2022,2022-01-01,2022-12-31,Rocky Mountain French Bulldog Rescue,dog,juvenile,0,0,0,40,6,1,0,37,4,0,0,0,0,2,0,0,4
2022,2022-01-01,2022-12-31,NoCo Cat Cafe,cat,juvenile,1,0,0,0,62,0,0,62,0,0,0,0,0,0,0,1,0
2022,2022-01-01,2022-12-31,Colorado Herding Dog Rescue,dog,adult,0,1,0,0,0,27,0,25,0,0,0,0,0,1,0,0,2
2022,2022-01-01,2022-12-31,Polaris Alaskan Malamute Rescue,dog,adult,2,3,0,6,0,3,0,10,0,0,0,0,0,0,0,1,3
2022,2022-01-01,2022-12-31,Saving Dobermankind Animal Rescue,dog,juvenile,0,10,0,2,0,22,0,32,0,0,0,0,1,1,0,0,0
2022,2022-01-01,2022-12-31,7 Paws Rescue Ranch,dog,adult,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,2,0
2022,2022-01-01,2022-12-31,Inge Trump,dog,adult,0,4,0,1,0,5,0,5,1,0,0,0,0,0,0,0,4
2022,2022-01-01,2022-12-31,City of Cortez Animal Shelter,cat,adult,2,0,74,143,0,0,0,61,8,38,0,0,0,110,0,2,0
2022,2022-01-01,2022-12-31,Life is Better Rescue (Cat Shelter),cat,adult,7,0,0,5,6,62,0,74,0,1,0,0,0,0,0,5,0
2022,2022-01-01,2022-12-31,The Meeker Cat Coalition,cat,adult,0,0,27,5,0,5,0,5,0,0,0,0,2,2,0,26,2
2022,2022-01-01,2022-12-31,Mile High German Shorthaired Pointer Rescue,dog,adult,0,6,0,27,2,4,0,25,0,0,0,0,0,1,0,0,13
2022,2022-01-01,2022-12-31,Dumb Friends League Buddy Center,other,reptiles and amphibians,0,0,2,13,0,0,5,7,4,4,0,0,0,5,0,0,0
2022,2022-01-01,2022-12-31,Grand County Animal Shelter,cat,adult,5,0,40,5,0,0,1,39,6,0,0,2,1,2,0,1,0
2022,2022-01-01,2022-12-31,Colorado Feline Foster Rescue,cat,juvenile,0,49,0,186,36,898,27,1100,0,0,0,0,8,6,0,0,82
2022,2022-01-01,2022-12-31,Miami Animal Rescue Ranch,other,small mammals,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0
2022,2022-01-01,2022-12-31,Aspen Boarding Kennel And Animal Shelter,other,birds,0,0,2,6,0,0,0,7,0,1,0,0,0,0,0,0,0
2022,2022-01-01,2022-12-31,Live Love Animal Services Incorporated,dog,adult,0,1,0,1,6,0,0,7,0,0,0,0,0,0,0,0,1
2022,2022-01-01,2022-12-31,Western Border Collie Rescue,dog,adult,0,9,2,7,0,30,0,39,0,0,0,0,0,0,0,0,9
2022,2022-01-01,2022-12-31,POSO Dog Rescue,dog,juvenile,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0
2022,2022-01-01,2022-12-31,The Misfits Dog Rescue,dog,juvenile,0,3,0,2,14,1,0,14,0,0,0,0,0,0,0,0,6
2022,2022-01-01,2022-12-31,Red Hill Animal Health Center,cat,adult,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2022,2022-01-01,2022-12-31,Intermountain Humane Soceity,cat,juvenile,0,0,16,0,33,23,3,44,0,0,0,1,7,4,0,17,2
2022,2022-01-01,2022-12-31,Humane Society of Weld County,other,birds,0,0,5,4,0,0,0,4,0,3,0,1,0,1,0,0,0
2022,2022-01-01,2022-12-31,Paws on the Ground Colorado,dog,adult,0,41,0,2,0,96,0,126,0,0,0,0,0,0,0,0,13
2022,2022-01-01,2022-12-31,"Rocky Mountain Cocker Rescue, Inc.",dog,adult,0,32,0,66,19,41,1,118,1,0,0,0,2,8,0,0,30
2022,2022-01-01,2022-12-31,Old Dogs New Digs,cat,adult,0,2,0,1,10,2,0,9,0,0,0,0,0,0,0,0,6
2022,2022-01-01,2022-12-31,Bounce Animal Rescue,dog,juvenile,0,21,0,3,6,300,24,321,0,0,0,0,3,3,0,0,27
2022,2022-01-01,2022-12-31,Eastern Plains Animal Welfare Alliance-EPAWA (New Location),cat,juvenile,0,7,132,3,0,0,0,11,0,120,0,0,4,0,0,0,7
2022,2022-01-01,2022-12-31,Miami Animal Rescue Ranch,other,other,0,0,0,15,0,0,0,15,0,0,0,0,0,0,0,0,0
2022,2022-01-01,2022-12-31,Red Hill Animal Health Center,dog,juvenile,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2022,2022-01-01,2022-12-31,Colorado Wyoming Viszsla Rescue Group Inc,dog,adult,0,3,0,8,0,0,0,8,0,0,0,0,0,2,0,0,1
2022,2022-01-01,2022-12-31,Colorado Shiba Inu Rescue,dog,juvenile,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2022,2022-01-01,2022-12-31,"Pet Association of Estes Park, Inc.",other,small mammals,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0
2022,2022-01-01,2022-12-31,Riverdale Animal Shelter,other,birds,1,0,34,40,0,0,24,77,3,8,0,1,5,5,0,0,0
2022,2022-01-01,2022-12-31,Demi's Animal Rescue,dog,adult,0,5,0,0,5,3,0,13,0,0,0,0,0,0,0,0,0
2022,2022-01-01,2022-12-31,Grand Rivers Humane Society,cat,adult,8,0,0,68,20,0,0,33,0,10,0,0,5,6,1,8,33
2022,2022-01-01,2022-12-31,Red Fern Animal Rescue,cat,adult,0,1,0,0,0,24,0,23,0,0,0,0,0,1,0,0,1
2022,2022-01-01,2022-12-31,City of Aurora Animal Shelter,other,rabbits,0,0,20,12,1,0,2,20,1,1,0,0,0,11,0,2,0
2022,2022-01-01,2022-12-31,Forgotten Felines Rescue,cat,juvenile,0,16,0,0,3,0,223,52,0,169,0,5,0,0,0,0,16
2022,2022-01-01,2022-12-31,"Lightshine Canine, LLC",dog,adult,0,1,0,2,0,19,0,19,0,0,0,0,0,0,0,0,3
2022,2022-01-01,2022-12-31,The Forgotten Bull Terriers,dog,adult,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2
2022,2022-01-01,2022-12-31,Colorado Kitty Coalition,cat,juvenile,0,39,71,67,0,299,0,405,2,0,0,0,5,10,0,0,54
2022,2022-01-01,2022-12-31,Happy Cats Haven,cat,juvenile,13,34,178,193,1,0,27,375,8,0,0,0,2,3,0,13,45
2022,2022-01-01,2022-12-31,"Humane Society of the South Platte Valley, Inc.",other,small mammals,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
